time,open,high,low,close,tick_volume,spread,real_volume
2023-11-28 22:00:00,1.90886,1.9104299999999999,1.90866,1.91026,3277,7,0
2023-11-28 23:00:00,1.91025,1.9103599999999998,1.90954,1.90974,1373,9,0
2023-11-29 00:00:00,1.90949,1.91001,1.90835,1.90972,1927,33,0
2023-11-29 01:00:00,1.90972,1.90997,1.90836,1.90984,1429,15,0
2023-11-29 02:00:00,1.90984,1.91433,1.90937,1.91019,3483,7,0
2023-11-29 03:00:00,1.9102000000000001,1.91154,1.9065699999999999,1.91038,6376,10,0
2023-11-29 04:00:00,1.91035,1.91167,1.90999,1.91062,4951,11,0
2023-11-29 05:00:00,1.91062,1.91265,1.91056,1.9110800000000001,4156,10,0
2023-11-29 06:00:00,1.91116,1.91284,1.91083,1.91181,2310,9,0
2023-11-29 07:00:00,1.91181,1.91385,1.9111,1.91324,3225,10,0
2023-11-29 08:00:00,1.91323,1.91581,1.9132099999999999,1.91483,4737,9,0
2023-11-29 09:00:00,1.9148399999999999,1.91588,1.91412,1.91568,5316,8,0
2023-11-29 10:00:00,1.91566,1.91585,1.9122,1.91223,6931,8,0
2023-11-29 11:00:00,1.91229,1.9148,1.9117199999999999,1.9135900000000001,5400,7,0
2023-11-29 12:00:00,1.9135900000000001,1.91586,1.91266,1.91553,4724,7,0
2023-11-29 13:00:00,1.91554,1.91737,1.91525,1.91611,5484,7,0
2023-11-29 14:00:00,1.91612,1.91683,1.91471,1.9159199999999998,5551,9,0
2023-11-29 15:00:00,1.9159199999999998,1.91892,1.9158,1.91761,9253,7,0
2023-11-29 16:00:00,1.91756,1.91821,1.91642,1.91736,9447,7,0
2023-11-29 17:00:00,1.91737,1.91859,1.91441,1.91757,9959,7,0
2023-11-29 18:00:00,1.91751,1.91855,1.9167100000000001,1.9172,6701,9,0
2023-11-29 19:00:00,1.9172,1.91811,1.91709,1.91771,4471,9,0
2023-11-29 20:00:00,1.9177300000000002,1.9194200000000001,1.91768,1.91871,3557,7,0
2023-11-29 21:00:00,1.9186999999999999,1.91964,1.9180700000000002,1.91869,4627,8,0
2023-11-29 22:00:00,1.91869,1.9197600000000001,1.91859,1.91905,4061,7,0
2023-11-29 23:00:00,1.9190399999999999,1.9191500000000001,1.91806,1.9181300000000001,1420,7,0
2023-11-30 00:00:00,1.91846,1.91862,1.9169,1.91787,2150,28,0
2023-11-30 01:00:00,1.9176,1.9184299999999999,1.91683,1.91839,1001,15,0
2023-11-30 02:00:00,1.91839,1.91839,1.91577,1.91692,3158,8,0
2023-11-30 03:00:00,1.91696,1.9183,1.91596,1.91713,6196,10,0
2023-11-30 04:00:00,1.91713,1.91726,1.9132799999999999,1.91364,4619,11,0
2023-11-30 05:00:00,1.91364,1.9146999999999998,1.913,1.91322,3041,12,0
2023-11-30 06:00:00,1.9132099999999999,1.9133200000000001,1.91022,1.91063,3174,12,0
2023-11-30 07:00:00,1.91063,1.91281,1.91053,1.9126400000000001,3771,7,0
2023-11-30 08:00:00,1.91262,1.9126699999999999,1.9103599999999998,1.91109,2859,7,0
2023-11-30 09:00:00,1.91109,1.9144700000000001,1.9108800000000001,1.9129399999999999,5271,8,0
2023-11-30 10:00:00,1.9129399999999999,1.9171200000000002,1.91243,1.91277,6341,7,0
2023-11-30 11:00:00,1.91277,1.91384,1.91205,1.91257,6571,7,0
2023-11-30 12:00:00,1.9125,1.91525,1.9125,1.9152200000000001,5451,8,0
2023-11-30 13:00:00,1.9152200000000001,1.916,1.91392,1.9152900000000002,4854,10,0
2023-11-30 14:00:00,1.91527,1.91605,1.9145400000000001,1.9155600000000002,5390,8,0
2023-11-30 15:00:00,1.91564,1.9170099999999999,1.91364,1.91548,9518,7,0
2023-11-30 16:00:00,1.91543,1.91808,1.9144,1.9157899999999999,11554,7,0
2023-11-30 17:00:00,1.91578,1.91593,1.90659,1.90882,11612,7,0
2023-11-30 18:00:00,1.90882,1.9121000000000001,1.9088,1.9110399999999998,9091,7,0
2023-11-30 19:00:00,1.91106,1.9121299999999999,1.91004,1.91058,5896,7,0
2023-11-30 20:00:00,1.91058,1.91125,1.9101599999999999,1.9111099999999999,3945,8,0
2023-11-30 21:00:00,1.9111099999999999,1.9111099999999999,1.90958,1.9100000000000001,4099,9,0
2023-11-30 22:00:00,1.9100000000000001,1.91114,1.9096199999999999,1.91044,3954,7,0
2023-11-30 23:00:00,1.91042,1.91123,1.9099300000000001,1.91116,1545,8,0
